GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	ZFITTED_BASE	ZRESID_BASE	ensembl_gene_id	gene_symbol	mmusculus_homolog_ensembl_gene
1534	17	61409665	61623724	66	12	457824	1.3185	-0.001049	1.3195	ENSG00000008283	CYB561	ENSMUSG00000019590
1636	17	61454422	61675741	67	13	457824	2.6875	-0.001049	2.6886	ENSG00000159640	ACE	NA
81033	17	61500695	61726338	67	12	457824	3.51	-0.001049	3.5111	ENSG00000173826	KCNH6	ENSMUSG00000001901
10238	17	61527796	61771641	78	10	457824	3.963	-0.001049	3.9641	ENSG00000136485	DCAF7	ENSMUSG00000049354
51204	17	61578231	61785725	63	7	457824	3.985	-0.001049	3.986	ENSG00000136463	TACO1	ENSMUSG00000001983
4215	17	61599404	61873670	91	7	457824	3.4258	-0.001049	3.4268	ENSG00000198909	MAP3K3	ENSMUSG00000020700
80774	17	61673249	61878527	70	5	457824	3.1234	-0.001049	3.1244	ENSG00000136490	LIMD2	ENSMUSG00000040699
92335	17	61680192	61919330	83	5	457824	2.8067	-0.001049	2.8078	ENSG00000266173	STRADA	ENSMUSG00000069631
57003	17	61722610	61951088	83	5	457824	2.5625	-0.001049	2.5636	ENSG00000108588	CCDC47	ENSMUSG00000078622
11325	17	61751549	61996677	82	5	457824	2.1337	-0.001049	2.1348	ENSG00000198231	DDX42	ENSMUSG00000020705
117246	17	61796793	62005031	64	4	457824	1.772	-0.001049	1.773	ENSG00000108592	FTSJ3	ENSMUSG00000020706
5705	17	61804770	62009387	68	5	457824	1.8691	-0.001049	1.8701	ENSG00000087191	PSMC5	ENSMUSG00000020708
6603	17	61809441	62020699	71	5	457824	1.8278	-0.001049	1.8288	ENSG00000108604	SMARCD2	ENSMUSG00000078619
1443	17	61849372	62051089	63	8	457824	2.0674	-0.001049	2.0685	ENSG00000213218	CSH2	NA
2689	17	61857572	62060039	64	9	457824	1.8749	-0.001049	1.8759	ENSG00000136487	GH2	NA
1442	17	61872268	62074027	66	10	457824	1.9306	-0.001049	1.9317	ENSG00000136488	CSH1	NA
1444	17	61886965	62088688	65	11	457824	1.805	-0.001049	1.806	ENSG00000204414	CSHL1	NA
2688	17	61894560	62096206	64	11	457824	1.8249	-0.001049	1.8259	ENSG00000259384	GH1	NA
974	17	61906098	62109710	60	12	457824	1.9812	-0.001049	1.9822	ENSG00000007312	CD79B	ENSMUSG00000040592
6329	17	61915914	62166876	72	17	457824	2.687	-0.001049	2.6881	ENSG00000007314	SCN4A	ENSMUSG00000001027
92340	17	61975711	62181645	64	17	457824	2.3108	-0.001049	2.3119	ENSG00000224383	PRR29	ENSMUSG00000009210
3384	17	61979955	62197994	64	17	457824	2.4311	-0.001049	2.4322	ENSG00000108622	ICAM2	ENSMUSG00000001029
2081	17	62016502	62307502	100	22	457824	0.40063	-0.001049	0.40168	ENSG00000178607	ERN1	ENSMUSG00000020715
55852	17	62124795	62440653	109	18	457824	-0.78506	-0.001049	-0.78401	ENSG00000136478	TEX2	ENSMUSG00000040548
5175	17	62296775	62504856	62	15	457824	-0.94596	-0.001049	-0.94491	ENSG00000261371	PECAM1	NA
284021	17	62361567	62564760	52	11	457824	-0.2386	-0.001049	-0.23755	ENSG00000271605	MILR1	ENSMUSG00000040528
11232	17	62373902	62593184	55	10	457824	-0.085444	-0.001049	-0.084395	ENSG00000256525	POLG2	ENSMUSG00000020718
1655	17	62394374	62603042	53	9	457824	0.038817	-0.001049	0.039866	ENSG00000108654	DDX5	ENSMUSG00000020719
90799	17	62402878	62634069	53	7	457824	0.16157	-0.001049	0.16262	ENSG00000258890	CEP95	ENSMUSG00000018372
64750	17	62438400	62758386	64	8	457824	0.81723	-0.001049	0.81828	ENSG00000108854	SMURF2	ENSMUSG00000018363
374819	17	62750486	63014903	14	3	457824	1.3598	-0.001049	1.3608	ENSG00000176809	LRRC37A3	NA
10672	17	62905407	63152920	55	14	457824	1.5267	-0.001049	1.5278	ENSG00000120063	GNA13	ENSMUSG00000020611
8787	17	63033456	63323821	143	28	457824	0.28937	-0.001049	0.29042	ENSG00000108370	RGS9	ENSMUSG00000020599
8313	17	63424681	63657740	94	24	457824	-2.0747	-0.001049	-2.0737	ENSG00000168646	AXIN2	ENSMUSG00000000142
201134	17	63531658	64288212	327	36	457824	-0.19556	-0.001049	-0.19451	ENSG00000154240	CEP112	ENSMUSG00000020728
350	17	64108147	64325556	101	18	457824	-0.75514	-0.001049	-0.75409	ENSG00000091583	APOH	ENSMUSG00000000049
5578	17	64198760	64906862	429	92	457824	-1.1015	-0.001049	-1.1004	ENSG00000154229	PRKCA	ENSMUSG00000050965
27091	17	64731235	64981941	169	59	457824	-1.6223	-0.001049	-1.6212	ENSG00000075429	CACNG5	ENSMUSG00000040373
27092	17	64860980	65129518	156	46	457824	-0.31184	-0.001049	-0.31079	ENSG00000075461	CACNG4	ENSMUSG00000020723
786	17	64940652	65152913	104	23	457824	0.41164	-0.001049	0.41269	ENSG00000108878	CACNG1	ENSMUSG00000020722
9931	17	64966554	65341349	134	24	457824	0.053024	-0.001049	0.054073	ENSG00000198265	HELZ	ENSMUSG00000020721
101928021	17	65154815	65368185	59	14	457824	0.64699	-0.001049	0.64804	NA	NA	NA
5718	17	65236619	65462721	66	21	457824	1.7206	-0.001049	1.7217	ENSG00000197170	PSMD12	ENSMUSG00000020720
26207	17	65273397	65793379	191	62	457824	2.6444	-0.001049	2.6455	ENSG00000154217	PITPNC1	ENSMUSG00000040430
25926	17	65613949	65840319	71	20	457824	4.8087	-0.001049	4.8098	ENSG00000130935	NOL11	ENSMUSG00000018433
2186	17	65721644	66080494	71	8	457824	5.4451	-0.001049	5.4461	ENSG00000171634	BPTF	ENSMUSG00000040481
284018	17	65887217	66089765	25	4	457824	5.3251	-0.001049	5.3262	ENSG00000186665	C17orf58	NA
3838	17	65931848	66142970	27	5	457824	5.3158	-0.001049	5.3168	ENSG00000182481	KPNA2	ENSMUSG00000066878
51321	17	66102127	66353305	91	27	457824	1.412	-0.001049	1.413	ENSG00000196704	AMZ2	ENSMUSG00000020610
22901	17	66155323	66525516	158	48	457824	-1.039	-0.001049	-1.0379	ENSG00000141337	ARSG	ENSMUSG00000020604
9120	17	66163167	66387405	94	29	457824	-0.72061	-0.001049	-0.71956	ENSG00000108932	SLC16A6	ENSMUSG00000041920
55062	17	66317422	66553653	113	31	457824	-0.89222	-0.001049	-0.89118	ENSG00000070540	WIPI1	ENSMUSG00000041895
5573	17	66407921	66647457	105	27	457824	-0.23956	-0.001049	-0.23851	ENSG00000108946	PRKAR1A	ENSMUSG00000020612
54757	17	66431257	66697095	131	31	457824	-0.3916	-0.001049	-0.39055	ENSG00000108950	FAM20A	ENSMUSG00000020614
10351	17	66763428	67051550	137	30	457824	-3.5305	-0.001049	-3.5294	ENSG00000141338	ABCA8	ENSMUSG00000020620
10350	17	66870773	67158442	109	20	457824	-0.22759	-0.001049	-0.22654	ENSG00000154258	ABCA9	ENSMUSG00000041797
23460	17	66974847	67238015	98	12	457824	0.76438	-0.001049	0.76542	ENSG00000154262	ABCA6	ENSMUSG00000044749
10349	17	67044148	67340956	114	15	457824	0.71544	-0.001049	0.71648	ENSG00000154263	ABCA10	ENSMUSG00000041828
23461	17	67140576	67423323	104	20	457824	-0.028018	-0.001049	-0.026969	ENSG00000154265	ABCA5	ENSMUSG00000018800
5608	17	67310838	67638470	132	32	457824	-0.28787	-0.001049	-0.28682	ENSG00000108984	MAP2K6	ENSMUSG00000020623
3773	17	67971348	68231749	124	31	457824	0.8806	-0.001049	0.88165	ENSG00000153822	KCNJ16	ENSMUSG00000051497
3759	17	68064757	68276189	122	33	457824	2.4143	-0.001049	2.4153	ENSG00000123700	KCNJ2	ENSMUSG00000041695
6662	17	70017161	70222561	112	27	457824	0.3175	-0.001049	0.31855	ENSG00000125398	SOX9	ENSMUSG00000000567
201266	17	70542085	71188853	377	94	457824	-0.095842	-0.001049	-0.094793	ENSG00000282291	NA	NA
6752	17	71061160	71268094	99	22	457824	-0.073577	-0.001049	-0.072528	ENSG00000180616	SSTR2	ENSMUSG00000047904
9382	17	71089070	71304646	97	20	457824	0.47897	-0.001049	0.48002	ENSG00000166685	COG1	ENSMUSG00000018661
84923	17	71103492	71328533	99	21	457824	0.5488	-0.001049	0.54985	ENSG00000133193	FAM104A	ENSMUSG00000041629
55028	17	71128372	71345098	93	19	457824	-0.021319	-0.001049	-0.02027	ENSG00000141219	C17orf80	ENSMUSG00000041623
642843	17	71144588	71358019	93	19	457824	-0.99939	-0.001049	-0.99834	ENSG00000187959	CPSF4L	ENSMUSG00000018727
23580	17	71179763	71408314	98	22	457824	-1.7311	-0.001049	-1.7301	ENSG00000179604	CDC42EP4	ENSMUSG00000041598
54549	17	71230523	71740227	289	82	457824	-1.091	-0.001049	-1.0899	ENSG00000069188	SDK2	ENSMUSG00000041592
100134391	17	71633993	71852696	186	48	457824	3.3581	-0.001049	3.3591	ENSG00000263574	AC125421.1	NA
6169	17	72099795	72306019	95	27	457824	-0.25161	-0.001049	-0.25056	ENSG00000172809	RPL38	ENSMUSG00000057322
94015	17	72109696	72358159	117	34	457824	-0.66578	-0.001049	-0.66473	ENSG00000141540	TTYH2	ENSMUSG00000034714
64446	17	72170386	72411023	107	30	457824	-0.67207	-0.001049	-0.67102	ENSG00000171595	DNAI2	ENSMUSG00000034706
124602	17	72222351	72451959	99	27	457824	-1.1193	-0.001049	-1.1182	ENSG00000196169	KIF19	ENSMUSG00000010021
388419	17	72252555	72457958	84	25	457824	-0.83938	-0.001049	-0.83833	ENSG00000204347	BTBD17	ENSMUSG00000000202
350383	17	72263532	72469104	84	25	457824	-0.90525	-0.001049	-0.9042	ENSG00000257008	GPR142	ENSMUSG00000034677
55890	17	72327480	72547797	91	24	457824	-2.9272	-0.001049	-2.9262	ENSG00000170412	GPRC5C	ENSMUSG00000051043
11314	17	72362509	72580937	97	23	457824	-2.7722	-0.001049	-2.7712	ENSG00000167851	CD300A	NA
124599	17	72416894	72627613	118	25	457824	-1.7727	-0.001049	-1.7716	ENSG00000178789	CD300LB	ENSMUSG00000063193
10871	17	72437204	72642310	121	25	457824	-1.6619	-0.001049	-1.6609	ENSG00000167850	CD300C	NA
100130520	17	72456674	72663673	129	27	457824	-1.8253	-0.001049	-1.8243	ENSG00000284690	AC079325.2	NA
100131439	17	72476111	72688370	127	26	457824	-1.695	-0.001049	-1.6939	ENSG00000204345	CD300LD	NA
146723	17	72481057	72690348	125	25	457824	-1.7027	-0.001049	-1.7017	ENSG00000182352	C17orf77	NA
101928343	17	72495979	72703730	131	27	457824	-1.6958	-0.001049	-1.6947	NA	NA	NA
342510	17	72506022	72719897	137	29	457824	-1.7278	-0.001049	-1.7267	ENSG00000186407	CD300E	ENSMUSG00000048498
326624	17	72567256	72843474	143	33	457824	-0.74369	-0.001049	-0.74264	ENSG00000172794	RAB37	ENSMUSG00000020732
146722	17	72590447	72809169	112	28	457824	-0.7494	-0.001049	-0.74835	ENSG00000186074	CD300LF	NA
9368	17	72644751	72865499	105	21	457824	-1.1654	-0.001049	-1.1644	ENSG00000109062	SLC9A3R1	ENSMUSG00000020733
26151	17	72666686	72872534	93	17	457824	-1.1529	-0.001049	-1.1519	ENSG00000109065	NAT9	ENSMUSG00000015542
54868	17	72672622	72935922	110	20	457824	-1.5096	-0.001049	-1.5086	ENSG00000109066	TMEM104	ENSMUSG00000045980
2905	17	72738162	72956966	103	18	457824	-1.7612	-0.001049	-1.7601	ENSG00000161509	GRIN2C	ENSMUSG00000020734
2232	17	72758619	72969156	102	18	457824	-1.8317	-0.001049	-1.8307	ENSG00000161513	FDXR	ENSMUSG00000018861
283985	17	72773451	72989737	95	17	457824	-1.9536	-0.001049	-1.9526	ENSG00000172782	FADS6	ENSMUSG00000044788
124590	17	72812176	73019351	85	17	457824	-2.1042	-0.001049	-2.1031	ENSG00000182040	USH1G	ENSMUSG00000045288
92736	17	72820370	73030006	84	17	457824	-2.179	-0.001049	-2.1779	ENSG00000183034	OTOP2	ENSMUSG00000050201
347741	17	72831897	73046087	95	20	457824	-2.5113	-0.001049	-2.5103	ENSG00000182938	OTOP3	ENSMUSG00000018862
283987	17	72846837	73068900	94	22	457824	-2.9188	-0.001049	-2.9177	ENSG00000167861	HID1	ENSMUSG00000034586
30850	17	72883727	73101895	90	25	457824	-3.5254	-0.001049	-3.5244	ENSG00000109089	CDR2L	ENSMUSG00000050910
3396	17	72908760	73117356	87	23	457824	-3.5554	-0.001049	-3.5544	ENSG00000167862	MRPL58	ENSMUSG00000018858
10476	17	72934955	73143074	90	23	457824	-3.4313	-0.001049	-3.4302	ENSG00000167863	ATP5H	NA
23510	17	72943279	73161981	84	21	457824	-3.1205	-0.001049	-3.1194	ENSG00000180901	KCTD2	ENSMUSG00000016940
9121	17	72983822	73202257	71	16	457824	-2.5865	-0.001049	-2.5855	ENSG00000170190	SLC16A5	ENSMUSG00000045775
79637	17	73006047	73226360	71	15	457824	-2.3526	-0.001049	-2.3515	ENSG00000125449	ARMC7	ENSMUSG00000057219
30833	17	73026320	73227890	66	14	457824	-2.2483	-0.001049	-2.2472	ENSG00000125458	NT5C	ENSMUSG00000020736
51155	17	73031343	73250775	71	14	457824	-1.3444	-0.001049	-1.3434	ENSG00000189159	JPT1	ENSMUSG00000020737
6613	17	73063825	73279098	63	10	457824	-1.1477	-0.001049	-1.1467	ENSG00000188612	SUMO2	NA
79902	17	73101597	73331854	57	8	457824	-1.0292	-0.001049	-1.0282	ENSG00000125450	NUP85	ENSMUSG00000020739
23163	17	73132694	73358444	49	6	457824	-0.91188	-0.001049	-0.91083	ENSG00000125447	GGA3	ENSMUSG00000020740
51081	17	73157749	73362457	46	5	457824	-0.84956	-0.001049	-0.84851	ENSG00000125445	MRPS7	ENSMUSG00000046756
57409	17	73162309	73367373	47	6	457824	-0.90033	-0.001049	-0.89928	ENSG00000125457	MIF4GD	ENSMUSG00000020743
60386	17	73169061	73385530	49	6	457824	-0.97012	-0.001049	-0.96907	ENSG00000125454	SLC25A19	ENSMUSG00000020744
2885	17	73214157	73501790	76	10	457824	-0.90219	-0.001049	-0.90114	ENSG00000177885	GRB2	ENSMUSG00000059923
9772	17	73352664	73596533	95	17	457824	-0.92902	-0.001049	-0.92798	ENSG00000177728	TMEM94	ENSMUSG00000020747
57513	17	73396341	73611664	94	17	457824	-0.80299	-0.001049	-0.80194	ENSG00000177303	CASKIN2	ENSMUSG00000034471
283989	17	73412609	73620821	100	18	457824	-0.80049	-0.001049	-0.79944	ENSG00000182173	TSEN54	ENSMUSG00000020781
3993	17	73421783	73671290	111	19	457824	-1.0448	-0.001049	-1.0437	ENSG00000073350	LLGL2	ENSMUSG00000020782
9400	17	73522925	73763270	100	18	457824	-1.1333	-0.001049	-1.1323	ENSG00000108469	RECQL5	ENSMUSG00000020752
643008	17	73529514	73737486	92	15	457824	-1.4538	-0.001049	-1.4527	ENSG00000204323	SMIM5	ENSMUSG00000048442
100130933	17	73542274	73744057	87	14	457824	-1.5346	-0.001049	-1.5336	ENSG00000259120	SMIM6	NA
29115	17	73563399	73804139	92	17	457824	-0.31477	-0.001049	-0.31372	ENSG00000161526	SAP30BP	ENSMUSG00000020755
3691	17	73617516	73853899	67	13	457824	1.7676	-0.001049	1.7687	ENSG00000132470	ITGB4	ENSMUSG00000020758
2584	17	73654018	73861280	59	14	457824	2.7763	-0.001049	2.7773	ENSG00000108479	GALK1	ENSMUSG00000020766
3021	17	73672515	73875860	60	14	457824	3.5395	-0.001049	3.5405	ENSG00000132475	H3F3B	ENSMUSG00000060743
85451	17	73680920	73921886	71	15	457824	3.687	-0.001049	3.6881	ENSG00000132478	UNK	ENSMUSG00000020770
201294	17	73723306	73940798	63	12	457824	3.73	-0.001049	3.731	ENSG00000092929	UNC13D	ENSMUSG00000057948
23558	17	73741780	73951501	63	11	457824	3.5607	-0.001049	3.5617	ENSG00000132471	WBP2	ENSMUSG00000034341
91107	17	73770242	73974683	65	11	457824	3.4343	-0.001049	3.4354	ENSG00000132481	TRIM47	ENSMUSG00000020773
201292	17	73785041	73993084	61	11	457824	3.4347	-0.001049	3.4357	ENSG00000141569	TRIM65	ENSMUSG00000054517
64978	17	73794724	74001181	63	12	457824	3.3511	-0.001049	3.3521	ENSG00000204316	MRPL38	ENSMUSG00000020775
85302	17	73805925	74037119	79	17	457824	3.3782	-0.001049	3.3792	ENSG00000188878	FBF1	ENSMUSG00000020776
51	17	73837588	74075515	84	16	457824	2.6616	-0.001049	2.6627	ENSG00000161533	ACOX1	ENSMUSG00000020777
100134934	17	73875298	74096667	85	16	457824	1.6737	-0.001049	1.6747	ENSG00000257949	TEN1	ENSMUSG00000020778
1018	17	73896235	74102080	80	15	457824	1.5023	-0.001049	1.5033	ENSG00000250506	CDK3	ENSMUSG00000092300
2125	17	73902926	74123533	80	15	457824	1.3924	-0.001049	1.3934	ENSG00000167880	EVPL	NA
6730	17	73934856	74168607	98	20	457824	0.39994	-0.001049	0.40099	ENSG00000167881	SRP68	ENSMUSG00000020780
8811	17	73970892	74173573	84	16	457824	0.2469	-0.001049	0.24794	ENSG00000182687	GALR2	ENSMUSG00000020793
353174	17	73975263	74178885	85	15	457824	0.26152	-0.001049	0.26257	ENSG00000186919	ZACN	NA
23265	17	73977086	74199868	90	17	457824	0.21077	-0.001049	0.21182	ENSG00000182473	EXOC7	ENSMUSG00000020792
2302	17	74032414	74237380	84	14	457824	-0.027987	-0.001049	-0.026938	ENSG00000129654	FOXJ1	ENSMUSG00000034227
114804	17	74038534	74336448	132	24	457824	-0.97077	-0.001049	-0.96972	ENSG00000141576	RNF157	ENSMUSG00000052949
283991	17	74161286	74367379	88	16	457824	-1.7833	-0.001049	-1.7822	ENSG00000185262	UBALD2	NA
84074	17	74170130	74404771	98	20	457824	-1.058	-0.001049	-1.057	ENSG00000129646	QRICH2	ENSMUSG00000070331
5635	17	74206868	74479970	121	23	457824	-0.10923	-0.001049	-0.10818	ENSG00000161542	PRPSAP1	ENSMUSG00000015869
8877	17	74272742	74483941	96	19	457824	0.39636	-0.001049	0.39741	ENSG00000176170	SPHK1	ENSMUSG00000061878
63893	17	74285613	74549288	108	25	457824	0.73102	-0.001049	0.73207	ENSG00000175931	UBE2O	ENSMUSG00000020802
15	17	74349433	74566199	84	20	457824	1.2768	-0.001049	1.2779	ENSG00000129673	AANAT	ENSMUSG00000020804
79651	17	74366975	74597509	102	26	457824	1.4701	-0.001049	1.4712	ENSG00000129667	RHBDF2	ENSMUSG00000020806
114757	17	74423430	74633987	90	29	457824	0.98006	-0.001049	0.98111	ENSG00000161544	CYGB	ENSMUSG00000020810
768206	17	74423668	74641458	94	30	457824	0.826	-0.001049	0.82705	ENSG00000214140	PRCD	ENSMUSG00000075410
10610	17	74461461	74682145	98	24	457824	-0.76619	-0.001049	-0.76514	ENSG00000070731	ST6GALNAC2	ENSMUSG00000057286
55808	17	74520838	74739894	107	21	457824	-1.1629	-0.001049	-1.1619	ENSG00000070526	ST6GALNAC1	ENSMUSG00000009588
439921	17	74569748	74807056	98	17	457824	-1.7722	-0.001049	-1.7712	ENSG00000182534	MXRA7	ENSMUSG00000020814
23210	17	74608914	74822881	83	14	457824	-1.998	-0.001049	-1.9969	ENSG00000070495	JMJD6	ENSMUSG00000056962
124512	17	74622912	74829962	78	13	457824	-1.7817	-0.001049	-1.7806	ENSG00000181038	METTL23	ENSMUSG00000090266
6427	17	74630197	74833493	78	14	457824	-1.7938	-0.001049	-1.7927	ENSG00000161547	SRSF2	NA
79157	17	74632647	74875336	93	18	457824	-1.9049	-0.001049	-1.9039	ENSG00000092931	MFSD11	ENSMUSG00000020818
146664	17	74764798	75046472	184	53	457824	-2.0248	-0.001049	-2.0238	ENSG00000167889	MGAT5B	ENSMUSG00000043857
6397	17	74984725	75313183	180	59	457824	-0.73854	-0.001049	-0.73749	ENSG00000129657	SEC14L1	ENSMUSG00000020823
10801	17	75177492	75596678	230	70	457824	-1.4339	-0.001049	-1.4328	ENSG00000282302	NA	NA
100996273	17	75340786	75543731	105	28	457824	-2.8078	-0.001049	-2.8068	NA	NA	NA
57690	17	75900194	76204916	104	30	457824	0.92554	-0.001049	0.92659	ENSG00000078687	TNRC6C	ENSMUSG00000025571
11322	17	76008999	76228488	97	29	457824	0.39976	-0.001049	0.40081	ENSG00000141524	TMC6	ENSMUSG00000025572
147138	17	76025505	76239049	103	31	457824	0.041524	-0.001049	0.042573	ENSG00000167895	TMC8	ENSMUSG00000050106
100141515	17	76042434	76262364	108	34	457824	-0.081147	-0.001049	-0.080098	ENSG00000187997	C17orf99	ENSMUSG00000025573
9144	17	76064632	76269009	110	36	457824	-0.11159	-0.001049	-0.11054	ENSG00000108639	SYNGR2	ENSMUSG00000048277
7083	17	76070160	76283285	117	39	457824	-0.32835	-0.001049	-0.3273	ENSG00000167900	TK1	ENSMUSG00000025574
125061	17	76083398	76303782	119	42	457824	-0.79137	-0.001049	-0.79032	ENSG00000183077	AFMID	ENSMUSG00000017718
332	17	76110277	76321716	114	42	457824	-1.3366	-0.001049	-1.3355	ENSG00000089685	BIRC5	ENSMUSG00000017716
283999	17	76127391	76337068	116	43	457824	-1.1859	-0.001049	-1.1848	ENSG00000204278	TMEM235	ENSMUSG00000070330
9021	17	76252858	76456160	97	30	457824	1.5758	-0.001049	1.5769	ENSG00000184557	SOCS3	ENSMUSG00000053113
9489	17	76274705	76520740	143	45	457824	1.6121	-0.001049	1.6131	ENSG00000087157	PGS1	ENSMUSG00000017715
8632	17	76319778	76673476	227	73	457824	1.4374	-0.001049	1.4384	ENSG00000187775	DNAH17	ENSMUSG00000033987
9267	17	76570130	76878376	149	25	457824	2.7178	-0.001049	2.7188	ENSG00000108669	CYTH1	ENSMUSG00000017132
57602	17	76683463	76936980	105	16	457824	3.2805	-0.001049	3.2816	ENSG00000055483	USP36	ENSMUSG00000033909
7077	17	76749059	77021472	122	27	457824	3.2632	-0.001049	3.2643	ENSG00000035862	TIMP2	ENSMUSG00000017466
100653515	17	76786577	76999299	104	26	457824	3.4876	-0.001049	3.4886	ENSG00000178404	CEP295NL	ENSMUSG00000076433
3959	17	76867335	77076061	99	26	457824	1.3513	-0.001049	1.3524	ENSG00000108679	LGALS3BP	ENSMUSG00000033880
124583	17	76887798	77105899	106	27	457824	0.94903	-0.001049	0.95008	ENSG00000171302	CANT1	ENSMUSG00000025575
114897	17	76919016	77145870	126	35	457824	-1.6294	-0.001049	-1.6284	ENSG00000173918	C1QTNF1	ENSMUSG00000017446
64772	17	76967565	77184685	129	38	457824	-2.5756	-0.001049	-2.5746000000000002	ENSG00000167280	ENGASE	ENSMUSG00000033857
146713	17	76985427	77612230	371	112	457824	-3.7402	-0.001049	-3.7392	ENSG00000167281	RBFOX3	ENSMUSG00000025576
339221	17	77604882	77816021	61	20	457824	2.8782	-0.001049	2.8792	ENSG00000182156	ENPP7	ENSMUSG00000046697
84733	17	77651977	77861449	81	24	457824	3.517	-0.001049	3.5181	ENSG00000173894	CBX2	ENSMUSG00000025577
57332	17	77668176	77870915	85	26	457824	3.5772	-0.001049	3.5783	ENSG00000141570	CBX8	ENSMUSG00000025578
8535	17	77706955	77913222	109	37	457824	3.5807	-0.001049	3.5818	ENSG00000141582	CBX4	ENSMUSG00000039989
125058	17	77806142	78109657	143	47	457824	1.3091	-0.001049	1.3102	ENSG00000167291	TBC1D16	ENSMUSG00000039976
55036	17	77910431	78174412	114	28	457824	-2.4929	-0.001049	-2.4918	ENSG00000141519	CCDC40	ENSMUSG00000039963
2548	17	77975339	78193680	99	20	457824	-3.1908	-0.001049	-3.1898	ENSG00000171298	GAA	ENSMUSG00000025579
9775	17	78009013	78220982	108	22	457824	-3.33	-0.001049	-3.3289	ENSG00000141543	EIF4A3	NA
79092	17	78043791	78283130	128	28	457824	-2.5361	-0.001049	-2.535	ENSG00000141527	CARD14	ENSMUSG00000013483
6448	17	78080515	78294199	113	26	457824	-1.9492	-0.001049	-1.9481	ENSG00000181523	SGSH	ENSMUSG00000005043
284129	17	78094200	78327308	130	31	457824	-1.6584	-0.001049	-1.6574	ENSG00000181045	SLC26A11	ENSMUSG00000039908
57674	17	78134643	78472586	170	45	457824	0.22284	-0.001049	0.22389	ENSG00000173821	RNF213	ENSMUSG00000070327
284131	17	78288965	78511886	95	25	457824	3.4599	-0.001049	3.461	ENSG00000173818	ENDOV	ENSMUSG00000039850
4884	17	78340633	78550404	96	25	457824	4.7072	-0.001049	4.7083	ENSG00000171246	NPTX1	ENSMUSG00000025582
57521	17	78418625	79040173	315	59	457824	5.9338	-0.001049	5.9349	ENSG00000141564	RPTOR	ENSMUSG00000025583
79643	17	78865641	79073933	109	30	457824	2.4642	-0.001049	2.4653	ENSG00000176108	CHMP6	ENSMUSG00000025371
10458	17	78908944	79191232	122	43	457824	4.2485	-0.001049	4.2496	ENSG00000175866	BAIAP2	ENSMUSG00000025372
9625	17	78984285	79239877	104	33	457824	4.1457	-0.001049	4.1468	ENSG00000181409	AATK	ENSMUSG00000025375
22994	17	79063393	79296793	99	22	457824	1.8308	-0.001049	1.8319	ENSG00000141577	CEP131	ENSMUSG00000039781
146705	17	79102072	79312891	94	20	457824	0.69132	-0.001049	0.69237	ENSG00000167302	TEPSIN	ENSMUSG00000025377
284184	17	79113039	79315098	88	18	457824	0.70495	-0.001049	0.70599	ENSG00000224877	NDUFAF8	ENSMUSG00000078572
124565	17	79118799	79369233	94	20	457824	0.49578	-0.001049	0.49683	ENSG00000157637	SLC38A10	ENSMUSG00000061306
284186	17	79185070	79404474	81	18	457824	0.29534	-0.001049	0.29639	ENSG00000185332	TMEM105	NA
100130370	17	79249699	79459160	54	19	457824	1.4064	-0.001049	1.4074	ENSG00000262223	AC110285.1	NA
57597	17	79273540	79533358	81	25	457824	1.9167	-0.001049	1.9177	ENSG00000266074	BAHCC1	NA
71	17	79376997	79579892	67	18	457824	1.8405	-0.001049	1.8415	ENSG00000184009	ACTG1	ENSMUSG00000062825
25794	17	79381022	79604156	73	19	457824	1.5922	-0.001049	1.5932	ENSG00000186765	FSCN2	ENSMUSG00000025380
80233	17	79406911	79619429	81	16	457824	0.62111	-0.001049	0.62216	ENSG00000185504	FAAP100	ENSMUSG00000025384
55666	17	79423913	79704138	119	22	457824	0.18742	-0.001049	0.18847	ENSG00000182446	NPLOC4	ENSMUSG00000039703
83882	17	79509349	79715779	83	13	457824	-0.37961	-0.001049	-0.37856	ENSG00000182612	TSPAN10	ENSMUSG00000039691
5148	17	79517489	79723607	79	12	457824	-0.51548	-0.001049	-0.51444	ENSG00000185527	PDE6G	ENSMUSG00000025386
339229	17	79532066	79733618	72	11	457824	-0.50889	-0.001049	-0.50784	ENSG00000204237	OXLD1	ENSMUSG00000039670
339230	17	79533761	79740937	71	10	457824	-0.52039	-0.001049	-0.51934	ENSG00000185298	CCDC137	ENSMUSG00000049957
339231	17	79548224	79750954	67	10	457824	-0.43732	-0.001049	-0.43627	ENSG00000214087	ARL16	ENSMUSG00000057594
9146	17	79550962	79769151	67	10	457824	-0.43732	-0.001049	-0.43627	ENSG00000185359	HGS	ENSMUSG00000025793
6182	17	79570400	79774556	64	9	457824	-0.39431	-0.001049	-0.39326	ENSG00000262814	MRPL12	ENSMUSG00000039640
1468	17	79579266	79788046	60	9	457824	-0.58314	-0.001049	-0.58209	ENSG00000183048	SLC25A10	NA
2642	17	79662010	79871889	27	6	457824	-0.7323	-0.001049	-0.73125	ENSG00000215644	GCGR	ENSMUSG00000025127
348262	17	79680293	79891167	16	4	457824	-0.90181	-0.001049	-0.90077	ENSG00000225663	MCRIP1	ENSMUSG00000061111
116729	17	79691368	79892926	12	3	457824	-0.81928	-0.001049	-0.81823	ENSG00000182676	PPP1R27	ENSMUSG00000025129
